#user lat lon time
57652736db2260fd1cdf5dae 41.3873678885 2.18526371202 1466253385.0
57652736db2260fd1cdf5dae 41.3873837076 2.18521319461 1466253387.0
57652736db2260fd1cdf5dae 41.3873824864 2.18518083194 1466253389.0
57652736db2260fd1cdf5dae 41.3873488911 2.18514236001 1466253391.0
57652736db2260fd1cdf5dae 41.3873029134 2.18509987778 1466253393.0
57652736db2260fd1cdf5dae 41.3872438218 2.18506619398 1466253395.0
57652736db2260fd1cdf5dae 41.3871836493 2.18506052604 1466253397.0
57652736db2260fd1cdf5dae 41.3871422453 2.18506190729 1466253399.0
57652736db2260fd1cdf5dae 41.3871133187 2.18505544591 1466253401.0
57652736db2260fd1cdf5dae 41.3870909281 2.18504612464 1466253403.0
57651505d3eee2950d43e2ac 41.38815987 2.18442944 1466253292.0
57651505d3eee2950d43e2ac 41.38815322 2.18445453 1466253316.0
57651505d3eee2950d43e2ac 41.3881412 2.18448283 1466253322.0
57651505d3eee2950d43e2ac 41.38812029 2.18450108 1466253326.0
57651505d3eee2950d43e2ac 41.38813076 2.18453115 1466253330.0
57651505d3eee2950d43e2ac 41.38813594 2.18455648 1466253336.0
57651505d3eee2950d43e2ac 41.38814624 2.18453422 1466253348.0
57651505d3eee2950d43e2ac 41.3881281 2.1845537 1466253400.0
57651505d3eee2950d43e2ac 41.38810677 2.18457628 1466253404.0
57651505d3eee2950d43e2ac 41.38808641 2.18459255 1466253408.0
5765251fdb2260fd1cdf5d8f 41.3891189 2.18689275 1466253370.0
5765251fdb2260fd1cdf5d8f 41.38916593 2.18687776 1466253374.0
5765251fdb2260fd1cdf5d8f 41.38918669 2.18687218 1466253376.0
5765251fdb2260fd1cdf5d8f 41.38920561 2.18686501 1466253378.0
5765251fdb2260fd1cdf5d8f 41.38923274 2.1868439 1466253382.0
5765251fdb2260fd1cdf5d8f 41.38926322 2.18682434 1466253388.0
5765251fdb2260fd1cdf5d8f 41.38929114 2.18682237 1466253392.0
5765251fdb2260fd1cdf5d8f 41.38931782 2.18682867 1466253396.0
5765251fdb2260fd1cdf5d8f 41.38935005 2.18684082 1466253400.0
5765251fdb2260fd1cdf5d8f 41.38936962 2.18685081 1466253404.0
57652736db2260fd1cdf5dae 41.3870652249 2.18502435327 1466253405.0
57652736db2260fd1cdf5dae 41.3870385381 2.18500240008 1466253407.0
57652736db2260fd1cdf5dae 41.3870129016 2.18497353239 1466253409.0
57652736db2260fd1cdf5dae 41.3869889692 2.18494443451 1466253411.0
57652736db2260fd1cdf5dae 41.3869630179 2.18491924784 1466253413.0
57652736db2260fd1cdf5dae 41.3869284109 2.18488218815 1466253415.0
57652736db2260fd1cdf5dae 41.3868836065 2.1848453393 1466253420.0
57652736db2260fd1cdf5dae 41.3868648455 2.18486175128 1466253422.0
57652736db2260fd1cdf5dae 41.3868420914 2.18488392004 1466253424.0
5765143cd3eee2950d43e2a7 41.38804529 2.18402612 1466253242.0
5765143cd3eee2950d43e2a7 41.38805936 2.18405375 1466253246.0
5765143cd3eee2950d43e2a7 41.38804241 2.18406235 1466253350.0
57651c5fd3eee2950d43e2da 41.3879183333 2.18535666667 1466249808.0
57651c5fd3eee2950d43e2da 41.38794 2.18538166667 1466249814.0
57651c5fd3eee2950d43e2da 41.3879583333 2.18541333333 1466249823.0
57651c5fd3eee2950d43e2da 41.3879766667 2.18543333333 1466249829.0
57651c5fd3eee2950d43e2da 41.387985 2.18546333333 1466249835.0
57651c5fd3eee2950d43e2da 41.38801 2.18549833333 1466249840.0
57651c5fd3eee2950d43e2da 41.3880216667 2.18553 1466249843.0
57651c5fd3eee2950d43e2da 41.388035 2.18555166667 1466249845.0
57651c5fd3eee2950d43e2da 41.3880516667 2.185575 1466249848.0
57651c5fd3eee2950d43e2da 41.3880633333 2.18560833333 1466249852.0
576520d7d3eee2950d43e30b 41.3874028838 2.18561651817 1466253433.0
576520d7d3eee2950d43e30b 41.3874203254 2.18559251117 1466253436.0
576520d7d3eee2950d43e30b 41.3874184429 2.1855687178 1466253445.0
576520d7d3eee2950d43e30b 41.3873983357 2.18555602236 1466253454.0
576520d7d3eee2950d43e30b 41.3873901877 2.18552937236 1466253457.0
576520d7d3eee2950d43e30b 41.3873967992 2.1855037423 1466253460.0
57651505d3eee2950d43e2ac 41.38806175 2.18460596 1466253412.0
57651505d3eee2950d43e2ac 41.3880397 2.1846066 1466253416.0
57651505d3eee2950d43e2ac 41.38802167 2.18460282 1466253440.0
57651505d3eee2950d43e2ac 41.38800175 2.18461045 1466253446.0
57651505d3eee2950d43e2ac 41.38797587 2.18463434 1466253452.0
57651505d3eee2950d43e2ac 41.38795936 2.18466135 1466253456.0
57651505d3eee2950d43e2ac 41.38794232 2.18468807 1466253460.0
57651505d3eee2950d43e2ac 41.3879274 2.18471819 1466253464.0
57651505d3eee2950d43e2ac 41.38791511 2.18474445 1466253468.0
57651505d3eee2950d43e2ac 41.38790332 2.18477108 1466253472.0
57651505d3eee2950d43e2ac 41.38789448 2.18480376 1466253482.0
57652736db2260fd1cdf5dae 41.3868895871 2.18493173318 1466253476.0
57652736db2260fd1cdf5dae 41.3870161265 2.18496966611 1466253484.0
57652736db2260fd1cdf5dae 41.3870409816 2.18499991742 1466253486.0
57652736db2260fd1cdf5dae 41.3870641955 2.18503297864 1466253488.0
57651c5fd3eee2950d43e2da 41.3880733333 2.18563333333 1466249855.0
57651c5fd3eee2950d43e2da 41.3880733333 2.18565833333 1466249858.0
57651c5fd3eee2950d43e2da 41.388065 2.18568 1466249860.0
57651c5fd3eee2950d43e2da 41.3880533333 2.18571 1466249863.0
57651c5fd3eee2950d43e2da 41.388045 2.18574 1466249866.0
57651c5fd3eee2950d43e2da 41.388025 2.18577666667 1466249869.0
57651c5fd3eee2950d43e2da 41.3880166667 2.18580666667 1466249872.0
57651c5fd3eee2950d43e2da 41.3880083333 2.18584 1466249875.0
57651c5fd3eee2950d43e2da 41.38802 2.18588333333 1466249880.0
57651c5fd3eee2950d43e2da 41.3880383333 2.18591666667 1466249888.0
57651505d3eee2950d43e2ac 41.38801809 2.18461038 1466254996.0
57651505d3eee2950d43e2ac 41.3880246 2.18458583 1466255397.0
57651505d3eee2950d43e2ac 41.38802365 2.1845604 1466255509.0
5765143cd3eee2950d43e2a7 41.38806168 2.18395702 1466250806.0
5765143cd3eee2950d43e2a7 41.38805238 2.18393251 1466250814.0
5765143cd3eee2950d43e2a7 41.38803237 2.18390959 1466252038.0
5765143cd3eee2950d43e2a7 41.38803918 2.18394112 1466252044.0
5765143cd3eee2950d43e2a7 41.38805658 2.18393493 1466252228.0
57651838d3eee2950d43e2bd 41.38813069 2.18444711 1466252194.0
57651838d3eee2950d43e2bd 41.38814667 2.18446327 1466252202.0
57651838d3eee2950d43e2bd 41.38816716 2.18446037 1466252208.0
57651838d3eee2950d43e2bd 41.38814634 2.18448138 1466252212.0
57651838d3eee2950d43e2bd 41.38816461 2.18445628 1466252216.0
57651838d3eee2950d43e2bd 41.38813698 2.18445032 1466252250.0
57651838d3eee2950d43e2bd 41.38812457 2.18443267 1466252254.0
57651838d3eee2950d43e2bd 41.38816663 2.18444535 1466252256.0
57651838d3eee2950d43e2bd 41.38818875 2.18444287 1466252258.0
576520d7d3eee2950d43e30b 41.3886459146 2.18393959884 1466252161.0
576520d7d3eee2950d43e30b 41.3886215346 2.18385390139 1466252202.0
576520d7d3eee2950d43e30b 41.3886189733 2.18382702322 1466252205.0
576520d7d3eee2950d43e30b 41.3886166725 2.18385486512 1466252218.0
576520d7d3eee2950d43e30b 41.388620075 2.18387988123 1466252221.0
576520d7d3eee2950d43e30b 41.3886255882 2.18387889619 1466252260.0
576520d7d3eee2950d43e30b 41.3886234421 2.18385343033 1466252266.0
57651505d3eee2950d43e2ac 41.38807865 2.18383443 1466252216.0
57651505d3eee2950d43e2ac 41.3880706 2.1838562 1466252220.0
57651505d3eee2950d43e2ac 41.3880686 2.18389084 1466252228.0
57651505d3eee2950d43e2ac 41.38806537 2.18386594 1466252258.0
57651505d3eee2950d43e2ac 41.38807331 2.18389478 1466252274.0
57651505d3eee2950d43e2ac 41.38809399 2.18388068 1466252280.0
57651505d3eee2950d43e2ac 41.38811733 2.18388722 1466252284.0
57651505d3eee2950d43e2ac 41.38813852 2.18390475 1466252288.0
57651505d3eee2950d43e2ac 41.38814466 2.18392878 1466252290.0
57651505d3eee2950d43e2ac 41.38816982 2.18394324 1466252294.0
576520d7d3eee2950d43e30b 41.3886209441 2.18388349211 1466252278.0
576520d7d3eee2950d43e30b 41.3886213306 2.18391017728 1466252281.0
576520d7d3eee2950d43e30b 41.3886227845 2.18393405288 1466252283.0
576520d7d3eee2950d43e30b 41.3886231496 2.18395976614 1466252285.0
576520d7d3eee2950d43e30b 41.3886207822 2.18399188123 1466252290.0
576520d7d3eee2950d43e30b 41.3886088546 2.18401065567 1466252295.0
576520d7d3eee2950d43e30b 41.3886006224 2.18403547117 1466252299.0
576520d7d3eee2950d43e30b 41.3885954563 2.18406313848 1466252303.0
576520d7d3eee2950d43e30b 41.3885645868 2.18403965898 1466252316.0
57651505d3eee2950d43e2ac 41.38818888 2.1839378 1466252298.0
57651505d3eee2950d43e2ac 41.38821826 2.18394167 1466252304.0
57651505d3eee2950d43e2ac 41.38823839 2.18394565 1466252306.0
57651505d3eee2950d43e2ac 41.38825153 2.18397438 1466252310.0
57651505d3eee2950d43e2ac 41.3882625 2.18400157 1466252316.0
57651505d3eee2950d43e2ac 41.3882809 2.18402041 1466252320.0
57651505d3eee2950d43e2ac 41.38830833 2.18403141 1466252324.0
57651505d3eee2950d43e2ac 41.38832279 2.18405198 1466252328.0
57651505d3eee2950d43e2ac 41.38833803 2.18408951 1466252334.0
57651505d3eee2950d43e2ac 41.38835572 2.18409406 1466252336.0
57650bf1d3eee2950d43e292 41.3886216667 2.18384 1466252265.0
57650bf1d3eee2950d43e292 41.3886333333 2.18381833333 1466252271.0
57650bf1d3eee2950d43e292 41.3886316667 2.18389666667 1466252291.0
57650bf1d3eee2950d43e292 41.3886516667 2.18390666667 1466252299.0
57650bf1d3eee2950d43e292 41.3886716667 2.18392166667 1466252313.0
57650bf1d3eee2950d43e292 41.3886683333 2.183955 1466252321.0
57650bf1d3eee2950d43e292 41.3886416667 2.18395166667 1466252331.0
57650bf1d3eee2950d43e292 41.3886283333 2.18393333333 1466252333.0
57650bf1d3eee2950d43e292 41.3886066667 2.18394166667 1466252353.0
57650bf1d3eee2950d43e292 41.3886183333 2.18396666667 1466252357.0
576520d7d3eee2950d43e30b 41.3885535231 2.18406049253 1466252328.0
576520d7d3eee2950d43e30b 41.3885513963 2.18409058618 1466252332.0
576520d7d3eee2950d43e30b 41.3885440683 2.18411428118 1466252337.0
576520d7d3eee2950d43e30b 41.3885202117 2.18410221779 1466252341.0
576520d7d3eee2950d43e30b 41.3884999185 2.18410889314 1466252345.0
576520d7d3eee2950d43e30b 41.3884978128 2.18414162 1466252348.0
576520d7d3eee2950d43e30b 41.3884948945 2.18416641046 1466252351.0
576520d7d3eee2950d43e30b 41.3884357224 2.18420595176 1466252353.0
576520d7d3eee2950d43e30b 41.3884028006 2.18422151104 1466252355.0
576520d7d3eee2950d43e30b 41.3883803197 2.18423242694 1466252357.0
57651505d3eee2950d43e2ac 41.38837676 2.18410096 1466252342.0
57651505d3eee2950d43e2ac 41.38839543 2.18410427 1466252350.0
57651505d3eee2950d43e2ac 41.38838294 2.18413003 1466252370.0
57651505d3eee2950d43e2ac 41.38836565 2.18414119 1466252372.0
57651505d3eee2950d43e2ac 41.38834916 2.18417549 1466252376.0
57651505d3eee2950d43e2ac 41.38834892 2.18420091 1466252380.0
57651505d3eee2950d43e2ac 41.38834273 2.1842257 1466252384.0
57651505d3eee2950d43e2ac 41.38832162 2.18423834 1466252388.0
57651505d3eee2950d43e2ac 41.3882933 2.18424229 1466252394.0
57651505d3eee2950d43e2ac 41.38828549 2.1842701 1466252408.0
576520d7d3eee2950d43e30b 41.3883585532 2.18424096872 1466252359.0
576520d7d3eee2950d43e30b 41.3883362062 2.18424541446 1466252363.0
576520d7d3eee2950d43e30b 41.3883187621 2.1842559276 1466252366.0
576520d7d3eee2950d43e30b 41.3882994064 2.18429845028 1466252405.0
576520d7d3eee2950d43e30b 41.3882811393 2.18430823351 1466252408.0
576520d7d3eee2950d43e30b 41.3882619544 2.18432049091 1466252412.0
576520d7d3eee2950d43e30b 41.388244076 2.18433278838 1466252416.0
576520d7d3eee2950d43e30b 41.388228788 2.1843458428 1466252422.0
576520d7d3eee2950d43e30b 41.3882093565 2.18435995055 1466252429.0
576520d7d3eee2950d43e30b 41.3881871829 2.18437427205 1466252433.0
576520d7d3eee2950d43e30b 41.3881671338 2.18438884338 1466252437.0
576520d7d3eee2950d43e30b 41.3881533182 2.18440689241 1466252445.0
576520d7d3eee2950d43e30b 41.3881383425 2.18442176324 1466252448.0
576520d7d3eee2950d43e30b 41.3881223939 2.18444046782 1466252452.0
576520d7d3eee2950d43e30b 41.3881056337 2.18445719054 1466252456.0
576520d7d3eee2950d43e30b 41.3880858138 2.18447562718 1466252460.0
576520d7d3eee2950d43e30b 41.3880818464 2.18450052334 1466252469.0
576520d7d3eee2950d43e30b 41.3880741668 2.1845222773 1466252471.0
576520d7d3eee2950d43e30b 41.3880662439 2.18455325586 1466252473.0
576520d7d3eee2950d43e30b 41.388046233 2.1845852702 1466252476.0
576520d7d3eee2950d43e30b 41.3880321854 2.18461156152 1466252479.0
576520d7d3eee2950d43e30b 41.3880133232 2.18462737041 1466252483.0
576520d7d3eee2950d43e30b 41.387995576 2.18463996598 1466252486.0
576520d7d3eee2950d43e30b 41.3879735941 2.18465259964 1466252489.0
576520d7d3eee2950d43e30b 41.3879606242 2.1846726905 1466252491.0
576520d7d3eee2950d43e30b 41.3879434003 2.18468680663 1466252494.0
576520d7d3eee2950d43e30b 41.387914443 2.18471130825 1466252497.0
576520d7d3eee2950d43e30b 41.3879052474 2.18473447771 1466252504.0
576520d7d3eee2950d43e30b 41.3878912264 2.18475366271 1466252513.0
576520d7d3eee2950d43e30b 41.3878681205 2.1847629214 1466252516.0
576520d7d3eee2950d43e30b 41.3878691272 2.18478895994 1466252528.0
576520d7d3eee2950d43e30b 41.3878595086 2.18481285956 1466252532.0
576520d7d3eee2950d43e30b 41.387848304 2.1848360056 1466252536.0
576520d7d3eee2950d43e30b 41.387861552 2.18485526472 1466252539.0
576520d7d3eee2950d43e30b 41.3878546756 2.18487903361 1466252543.0
576520d7d3eee2950d43e30b 41.3878457291 2.18490105973 1466252556.0
576520d7d3eee2950d43e30b 41.3878399204 2.18492817752 1466252571.0
576520d7d3eee2950d43e30b 41.3878340454 2.1849051357 1466252587.0
576520d7d3eee2950d43e30b 41.3878254819 2.18492783134 1466252597.0
5765251fdb2260fd1cdf5d8f 41.3885328 2.18375395 1466252636.0
5765251fdb2260fd1cdf5d8f 41.38856327 2.18379717 1466252638.0
5765251fdb2260fd1cdf5d8f 41.38857447 2.18382113 1466252644.0
5765251fdb2260fd1cdf5d8f 41.38857531 2.18385336 1466252650.0
5765251fdb2260fd1cdf5d8f 41.38856688 2.1838785 1466252654.0
5765251fdb2260fd1cdf5d8f 41.38855891 2.18390958 1466252660.0
5765251fdb2260fd1cdf5d8f 41.38853686 2.18398484 1466252662.0
5765251fdb2260fd1cdf5d8f 41.38851517 2.18401029 1466252664.0
5765251fdb2260fd1cdf5d8f 41.38849717 2.18402741 1466252666.0
5765251fdb2260fd1cdf5d8f 41.38847893 2.18404606 1466252668.0
5765251fdb2260fd1cdf5d8f 41.38846502 2.18406735 1466252670.0
5765251fdb2260fd1cdf5d8f 41.38845329 2.18408588 1466252672.0
5765251fdb2260fd1cdf5d8f 41.38842159 2.18410604 1466252676.0
5765251fdb2260fd1cdf5d8f 41.38840217 2.18411688 1466252678.0
5765251fdb2260fd1cdf5d8f 41.38837649 2.1841441 1466252682.0
5765251fdb2260fd1cdf5d8f 41.38836906 2.1841686 1466252684.0
5765251fdb2260fd1cdf5d8f 41.38836116 2.18419408 1466252686.0
5765251fdb2260fd1cdf5d8f 41.38834981 2.18421762 1466252688.0
5765251fdb2260fd1cdf5d8f 41.38834032 2.18424166 1466252690.0
57651acad3eee2950d43e2cf 41.3885 2.18338833333 1466248215.0
57651acad3eee2950d43e2cf 41.3884766667 2.18343333333 1466248220.0
57651acad3eee2950d43e2cf 41.3884833333 2.18347 1466248225.0
57651acad3eee2950d43e2cf 41.3885033333 2.18350166667 1466248228.0
57651acad3eee2950d43e2cf 41.3885183333 2.18354666667 1466248235.0
57651acad3eee2950d43e2cf 41.38855 2.18358666667 1466248240.0
57651acad3eee2950d43e2cf 41.38855 2.183625 1466248246.0
57651acad3eee2950d43e2cf 41.3884283333 2.18359833333 1466248623.0
57651acad3eee2950d43e2cf 41.3885216667 2.18362166667 1466248745.0
57651acad3eee2950d43e2cf 41.388435 2.18359166667 1466249095.0
576520d7d3eee2950d43e30b 41.3878070261 2.18495003375 1466252600.0
576520d7d3eee2950d43e30b 41.3877868373 2.18495498128 1466252608.0
576520d7d3eee2950d43e30b 41.3877809081 2.18493142762 1466252623.0
576520d7d3eee2950d43e30b 41.3877721017 2.18491046023 1466252637.0
576520d7d3eee2950d43e30b 41.3877568479 2.18492714241 1466252707.0
576520d7d3eee2950d43e30b 41.3877472371 2.18494907341 1466252709.0
576520d7d3eee2950d43e30b 41.3877329008 2.1849706602 1466252711.0
576520d7d3eee2950d43e30b 41.387726304 2.1849978237 1466252713.0
576520d7d3eee2950d43e30b 41.3877174505 2.18502224285 1466252715.0
576520d7d3eee2950d43e30b 41.3877112165 2.18504885074 1466252719.0
5765251fdb2260fd1cdf5d8f 41.38833274 2.18426375 1466252692.0
5765251fdb2260fd1cdf5d8f 41.38830953 2.18429058 1466252696.0
5765251fdb2260fd1cdf5d8f 41.38828861 2.18431388 1466252700.0
5765251fdb2260fd1cdf5d8f 41.38827296 2.18433362 1466252704.0
5765251fdb2260fd1cdf5d8f 41.38824824 2.18436282 1466252708.0
5765251fdb2260fd1cdf5d8f 41.38822818 2.1843912 1466252712.0
5765251fdb2260fd1cdf5d8f 41.3882015 2.1844098 1466252716.0
5765251fdb2260fd1cdf5d8f 41.38817555 2.18442675 1466252720.0
5765251fdb2260fd1cdf5d8f 41.38815024 2.1844487 1466252724.0
5765251fdb2260fd1cdf5d8f 41.38813568 2.18446597 1466252726.0
5765251fdb2260fd1cdf5d8f 41.38812095 2.18448181 1466252728.0
5765251fdb2260fd1cdf5d8f 41.38810078 2.18452231 1466252732.0
5765251fdb2260fd1cdf5d8f 41.38808955 2.18454367 1466252734.0
5765251fdb2260fd1cdf5d8f 41.38807604 2.18456264 1466252736.0
5765251fdb2260fd1cdf5d8f 41.38806259 2.18458381 1466252738.0
5765251fdb2260fd1cdf5d8f 41.38804597 2.18460616 1466252740.0
5765251fdb2260fd1cdf5d8f 41.38803035 2.18462465 1466252742.0
5765251fdb2260fd1cdf5d8f 41.38801685 2.18464067 1466252744.0
5765251fdb2260fd1cdf5d8f 41.3880017 2.18465544 1466252746.0
5765251fdb2260fd1cdf5d8f 41.38798514 2.18467002 1466252748.0
57651c5fd3eee2950d43e2da 41.38783 2.18492 1466248230.0
