7603 239 2.1838653 41.3884914 2012-06-16 16:43:50 3.0 
7604 239 2.1838546 41.3885128 2012-06-16 16:44:06 2.0 
7606 239 2.1838546 41.3885128 2012-06-16 16:44:22 2.0 
7608 239 2.1838546 41.3885075 2012-06-16 16:44:38 2.0 
7610 239 2.1838439 41.3885075 2012-06-16 16:44:54 2.0 
7613 239 2.1838439 41.3885075 2012-06-16 16:45:10 3.0 
7617 239 2.1838546 41.3885182 2012-06-16 16:45:42 3.0 
7619 239 2.1838546 41.3885128 2012-06-16 16:45:58 3.0 
7621 239 2.1838707 41.3885182 2012-06-16 16:46:14 2.0 
7625 239 2.1838707 41.3885182 2012-06-16 16:46:46 6.0 
7628 239 2.1838707 41.3885236 2012-06-16 16:47:02 4.0 
7630 239 2.1838707 41.3885236 2012-06-16 16:47:18 3.0 
7632 239 2.1838707 41.3885397 2012-06-16 16:47:34 3.0 
7634 239 2.1838492 41.3885289 2012-06-16 16:47:50 6.0 
7636 239 2.1838492 41.3885289 2012-06-16 16:48:06 4.0 
7638 239 2.1838492 41.3885289 2012-06-16 16:48:22 6.0 
7640 239 2.1838492 41.3885289 2012-06-16 16:48:38 6.0 
7642 239 2.1838599 41.3885397 2012-06-16 16:48:54 4.0 
7644 239 2.1838599 41.3885504 2012-06-16 16:49:10 4.0 
7646 239 2.1838707 41.3885665 2012-06-16 16:49:27 4.0 
7650 239 2.1838707 41.3885719 2012-06-16 16:49:49 3.0 
7653 239 2.1838546 41.3885880 2012-06-16 16:50:05 4.0 
7657 239 2.1838546 41.3885880 2012-06-16 16:50:21 6.0 
7661 239 2.1838546 41.3885880 2012-06-16 16:50:37 4.0 
7665 239 2.1838546 41.3885826 2012-06-16 16:50:53 3.0 
7669 239 2.1838546 41.3885826 2012-06-16 16:51:09 3.0 
7673 239 2.1838546 41.3885826 2012-06-16 16:51:25 3.0 
7677 239 2.1838546 41.3885826 2012-06-16 16:51:41 4.0 
7680 239 2.1838546 41.3885826 2012-06-16 16:51:58 6.0 
7682 239 2.1838546 41.3885826 2012-06-16 16:52:14 4.0 
7686 239 2.1838707 41.3885611 2012-06-16 16:52:30 6.0 
7689 239 2.1838707 41.3885611 2012-06-16 16:52:46 4.0 
7693 239 2.1838707 41.3885611 2012-06-16 16:53:02 6.0 
7698 239 2.1838707 41.3885611 2012-06-16 16:53:18 2.0 
7702 239 2.1838599 41.3885611 2012-06-16 16:53:34 3.0 
7706 239 2.1838814 41.3885665 2012-06-16 16:53:50 3.0 
7711 239 2.1838921 41.3885611 2012-06-16 16:54:06 2.0 
7716 239 2.1839029 41.3885665 2012-06-16 16:54:22 2.0 
7721 239 2.1839029 41.3885826 2012-06-16 16:54:38 2.0 
7726 239 2.1838868 41.3885933 2012-06-16 16:54:54 2.0 
7731 239 2.1838814 41.3885933 2012-06-16 16:55:13 4.0 
7737 239 2.1838814 41.3885772 2012-06-16 16:55:31 2.0 
7743 239 2.1838760 41.3885826 2012-06-16 16:55:48 3.0 
7749 239 2.1838653 41.3885611 2012-06-16 16:56:04 3.0 
7754 239 2.1838707 41.3885826 2012-06-16 16:56:20 3.0 
7757 239 2.1838921 41.3885880 2012-06-16 16:56:38 2.0 
7763 239 2.1838921 41.3885880 2012-06-16 16:56:54 2.0 
7768 239 2.1838921 41.3885880 2012-06-16 16:57:10 4.0 
7774 239 2.1839082 41.3885826 2012-06-16 16:57:26 4.0 
7779 239 2.1838975 41.3885880 2012-06-16 16:57:42 3.0 
7784 239 2.1838975 41.3885880 2012-06-16 16:57:58 4.0 
7789 239 2.1838975 41.3885880 2012-06-16 16:58:14 3.0 
7795 239 2.1838921 41.3885933 2012-06-16 16:58:30 3.0 
7802 239 2.1839029 41.3886094 2012-06-16 16:58:46 2.0 
7806 239 2.1839029 41.3886148 2012-06-16 16:59:02 3.0 
7812 239 2.1839029 41.3886040 2012-06-16 16:59:18 6.0 
7817 239 2.1838760 41.3886040 2012-06-16 16:59:34 4.0 
7822 239 2.1838599 41.3885772 2012-06-16 16:59:50 3.0 
7827 239 2.1838492 41.3885611 2012-06-16 17:00:06 2.0 
7832 239 2.1838492 41.3885772 2012-06-16 17:00:22 2.0 
7837 239 2.1838492 41.3885719 2012-06-16 17:00:38 2.0 
7842 239 2.1838599 41.3885611 2012-06-16 17:00:54 2.0 
7846 239 2.1838492 41.3885611 2012-06-16 17:01:10 3.0 
7851 239 2.1838492 41.3885665 2012-06-16 17:01:26 2.0 
7855 239 2.1838439 41.3885719 2012-06-16 17:01:42 2.0 
7858 239 2.1838546 41.3885665 2012-06-16 17:01:58 2.0 
7860 239 2.1838546 41.3885558 2012-06-16 17:02:14 2.0 
7863 239 2.1838599 41.3885504 2012-06-16 17:02:30 3.0 
7866 239 2.1838653 41.3885450 2012-06-16 17:02:46 3.0 
7869 239 2.1838814 41.3885450 2012-06-16 17:03:02 3.0 
7872 239 2.1838599 41.3885397 2012-06-16 17:03:18 2.0 
7875 239 2.1838653 41.3885397 2012-06-16 17:03:34 2.0 
7878 239 2.1838653 41.3885397 2012-06-16 17:03:50 3.0 
7881 239 2.1838653 41.3885397 2012-06-16 17:04:06 3.0 
7884 239 2.1838653 41.3885397 2012-06-16 17:04:22 2.0 
7887 239 2.1838599 41.3885450 2012-06-16 17:04:38 2.0 
7890 239 2.1838599 41.3885450 2012-06-16 17:04:54 2.0 
7893 239 2.1838599 41.3885504 2012-06-16 17:05:10 2.0 
7896 239 2.1838546 41.3885504 2012-06-16 17:05:26 2.0 
7899 239 2.1838546 41.3885504 2012-06-16 17:05:42 2.0 
7902 239 2.1838599 41.3885558 2012-06-16 17:05:59 3.0 
7904 239 2.1838653 41.3885665 2012-06-16 17:06:15 3.0 
7906 239 2.1838653 41.3885665 2012-06-16 17:06:31 2.0 
7908 239 2.1838653 41.3885665 2012-06-16 17:06:48 2.0 
7910 239 2.1838653 41.3885665 2012-06-16 17:07:04 3.0 
7912 239 2.1838653 41.3885665 2012-06-16 17:07:20 3.0 
7915 239 2.1838653 41.3885665 2012-06-16 17:07:36 3.0 
7917 318 2.1838988 41.3885887 2012-06-16 17:08:18 5.0 
7918 239 2.1838599 41.3885558 2012-06-16 17:07:52 2.0 
7920 318 2.1838988 41.3885887 2012-06-16 17:08:34 5.0 
7921 239 2.1838599 41.3885558 2012-06-16 17:08:08 2.0 
7923 319 2.1838599 41.3885558 2012-06-16 17:08:19 2.0 
7924 239 2.1838599 41.3885558 2012-06-16 17:08:24 2.0 
7926 319 2.1838492 41.3885504 2012-06-16 17:08:35 2.0 
7927 239 2.1838492 41.3885504 2012-06-16 17:08:40 3.0 
7929 319 2.1838653 41.3885450 2012-06-16 17:08:51 3.0 
7930 239 2.1838868 41.3885665 2012-06-16 17:08:56 3.0 
7932 319 2.1838546 41.3886309 2012-06-16 17:09:07 3.0 
7933 239 2.1838331 41.3886577 2012-06-16 17:09:12 2.0 
7934 319 2.1839082 41.3886094 2012-06-16 17:09:23 2.0 
7936 239 2.1839565 41.3885772 2012-06-16 17:09:28 2.0 
7938 319 2.1840477 41.3884860 2012-06-16 17:09:39 2.0 
7939 239 2.1840638 41.3884431 2012-06-16 17:09:44 4.0 
7941 319 2.1840584 41.3883734 2012-06-16 17:09:55 2.0 
7942 239 2.1840262 41.3883573 2012-06-16 17:10:00 2.0 
7944 319 2.1840048 41.3883573 2012-06-16 17:10:11 3.0 
7945 239 2.1839887 41.3883305 2012-06-16 17:10:16 2.0 
7947 319 2.1839565 41.3882983 2012-06-16 17:10:27 2.0 
7948 239 2.1839404 41.3882929 2012-06-16 17:10:32 2.0 
7950 319 2.1839458 41.3882875 2012-06-16 17:10:43 3.0 
7951 239 2.1839404 41.3883036 2012-06-16 17:10:48 6.0 
7953 319 2.1838814 41.3882500 2012-06-16 17:10:59 3.0 
7954 239 2.1838868 41.3882393 2012-06-16 17:11:04 3.0 
7956 319 2.1839082 41.3882285 2012-06-16 17:11:15 2.0 
7957 239 2.1839243 41.3882178 2012-06-16 17:11:20 2.0 
7959 319 2.1839082 41.3882285 2012-06-16 17:11:31 3.0 
7960 239 2.1838009 41.3881749 2012-06-16 17:11:36 4.0 
7962 319 2.1838009 41.3881588 2012-06-16 17:11:47 6.0 
7963 239 2.1837848 41.3881481 2012-06-16 17:11:52 3.0 
7965 319 2.1837473 41.3881266 2012-06-16 17:12:03 4.0 
7966 239 2.1837312 41.3881481 2012-06-16 17:12:08 6.0 
7968 319 2.1836883 41.3881105 2012-06-16 17:12:19 4.0 
7969 239 2.1836829 41.3881105 2012-06-16 17:12:24 3.0 
7971 319 2.1836883 41.3881159 2012-06-16 17:12:35 3.0 
7972 239 2.1836883 41.3881105 2012-06-16 17:12:40 6.0 
7975 239 2.1836883 41.3881105 2012-06-16 17:12:56 6.0 
7977 319 2.1836883 41.3881105 2012-06-16 17:13:07 6.0 
7983 239 2.1837741 41.3882124 2012-06-16 17:13:28 4.0 
7987 319 2.1837741 41.3882124 2012-06-16 17:13:39 3.0 
7988 239 2.1838009 41.3882071 2012-06-16 17:13:44 4.0 
7991 319 2.1838814 41.3882285 2012-06-16 17:13:55 3.0 
7992 239 2.1838760 41.3882232 2012-06-16 17:14:00 4.0 
7994 318 2.1842669 41.3882558 2012-06-16 17:14:42 5.0 
7997 239 2.1838814 41.3882232 2012-06-16 17:14:16 6.0 
7999 318 2.1842669 41.3882558 2012-06-16 17:14:58 5.0 
8001 319 2.1838653 41.3882500 2012-06-16 17:14:27 4.0 
8002 239 2.1838492 41.3882661 2012-06-16 17:14:32 4.0 
8005 318 2.1842669 41.3882558 2012-06-16 17:15:14 5.0 
8006 319 2.1838492 41.3882715 2012-06-16 17:14:43 6.0 
8009 318 2.1842669 41.3882558 2012-06-16 17:15:30 5.0 
8011 319 2.1838546 41.3882715 2012-06-16 17:14:59 4.0 
8012 239 2.1838653 41.3882607 2012-06-16 17:15:04 3.0 
8014 318 2.1842669 41.3882558 2012-06-16 17:15:46 5.0 
8016 319 2.1838653 41.3882607 2012-06-16 17:15:15 3.0 
8017 239 2.1838653 41.3882607 2012-06-16 17:15:20 3.0 
8019 318 2.1842669 41.3882558 2012-06-16 17:16:02 5.0 
8021 319 2.1838653 41.3882607 2012-06-16 17:15:31 6.0 
8022 239 2.1838653 41.3882607 2012-06-16 17:15:36 4.0 
8025 319 2.1838707 41.3882607 2012-06-16 17:15:47 3.0 
8026 318 2.1842637 41.3881837 2012-06-16 17:16:18 5.0 
8027 239 2.1838760 41.3882554 2012-06-16 17:15:52 3.0 
8030 318 2.1843962 41.3880929 2012-06-16 17:16:34 5.0 
8031 319 2.1838814 41.3882500 2012-06-16 17:16:03 6.0 
8032 239 2.1838814 41.3882500 2012-06-16 17:16:08 6.0 
8034 318 2.1844891 41.3879759 2012-06-16 17:16:50 5.0 
8035 319 2.1838331 41.3882393 2012-06-16 17:16:19 6.0 
8037 239 2.1838439 41.3882446 2012-06-16 17:16:24 6.0 
8040 318 2.1846535 41.3878707 2012-06-16 17:17:06 5.0 
8041 319 2.1838653 41.3882339 2012-06-16 17:16:35 3.0 
8042 239 2.1838707 41.3882554 2012-06-16 17:16:40 3.0 
8044 318 2.1847908 41.3877511 2012-06-16 17:17:22 5.0 
8046 319 2.1839136 41.3882875 2012-06-16 17:16:51 4.0 
8047 239 2.1839297 41.3882822 2012-06-16 17:16:56 3.0 
8049 318 2.1849296 41.3876594 2012-06-16 17:17:38 5.0 
8051 319 2.1840531 41.3882339 2012-06-16 17:17:07 4.0 
8052 239 2.1841067 41.3882232 2012-06-16 17:17:12 3.0 
8054 318 2.1848449 41.3875227 2012-06-16 17:17:54 5.0 
8056 319 2.1842247 41.3881910 2012-06-16 17:17:23 3.0 
8057 239 2.1842730 41.3881749 2012-06-16 17:17:28 4.0 
8059 318 2.1847240 41.3874240 2012-06-16 17:18:10 5.0 
8061 319 2.1843320 41.3881159 2012-06-16 17:17:39 2.0 
8062 239 2.1843320 41.3881159 2012-06-16 17:17:44 2.0 
8065 318 2.1846639 41.3872907 2012-06-16 17:18:26 5.0 
8066 319 2.1843749 41.3880998 2012-06-16 17:17:55 2.0 
8067 239 2.1843910 41.3880944 2012-06-16 17:18:00 2.0 
8069 318 2.1848186 41.3871932 2012-06-16 17:18:42 5.0 
8071 319 2.1844125 41.3880944 2012-06-16 17:18:11 3.0 
8072 239 2.1843964 41.3880730 2012-06-16 17:18:16 2.0 
8075 318 2.1849363 41.3870785 2012-06-16 17:18:58 5.0 
8076 319 2.1844071 41.3880569 2012-06-16 17:18:27 2.0 
8077 239 2.1844125 41.3880569 2012-06-16 17:18:32 2.0 
8079 318 2.1849229 41.3869516 2012-06-16 17:19:14 5.0 
8081 319 2.1844983 41.3880086 2012-06-16 17:18:43 2.0 
8082 239 2.1845305 41.3879764 2012-06-16 17:18:48 2.0 
8085 318 2.1849234 41.3869376 2012-06-16 17:19:30 5.0 
8086 319 2.1846217 41.3879335 2012-06-16 17:19:00 2.0 
8087 239 2.1846163 41.3879281 2012-06-16 17:19:04 3.0 
8090 319 2.1846110 41.3879603 2012-06-16 17:19:16 2.0 
8091 318 2.1849234 41.3869376 2012-06-16 17:19:46 5.0 
8092 239 2.1846056 41.3879871 2012-06-16 17:19:20 3.0 
8095 318 2.1849926 41.3869019 2012-06-16 17:20:02 5.0 
8096 319 2.1845627 41.3880622 2012-06-16 17:19:32 2.0 
8097 239 2.1845573 41.3880676 2012-06-16 17:19:36 2.0 
8100 319 2.1845359 41.3881212 2012-06-16 17:19:49 2.0 
8101 239 2.1844929 41.3881963 2012-06-16 17:19:53 3.0 
8105 319 2.1843749 41.3882446 2012-06-16 17:20:05 2.0 
8106 239 2.1843696 41.3882500 2012-06-16 17:20:09 2.0 
8108 318 2.1850566 41.3869082 2012-06-16 17:20:34 5.0 
8109 318 2.1849926 41.3869019 2012-06-16 17:20:18 5.0 
8111 318 2.1851891 41.3868630 2012-06-16 17:20:50 5.0 
8113 319 2.1842569 41.3883036 2012-06-16 17:20:21 2.0 
8114 239 2.1842247 41.3883251 2012-06-16 17:20:25 2.0 
8117 318 2.1852101 41.3868490 2012-06-16 17:21:06 5.0 
8119 319 2.1842033 41.3883519 2012-06-16 17:20:37 2.0 
8120 239 2.1842033 41.3883519 2012-06-16 17:20:41 2.0 
8124 318 2.1852495 41.3868266 2012-06-16 17:21:22 5.0 
8125 319 2.1841711 41.3884002 2012-06-16 17:20:53 2.0 
8126 239 2.1841657 41.3884109 2012-06-16 17:20:57 2.0 
8129 319 2.1841604 41.3884217 2012-06-16 17:21:10 2.0 
8130 239 2.1841604 41.3884217 2012-06-16 17:21:13 2.0 
8134 319 2.1841604 41.3884217 2012-06-16 17:21:26 2.0 
8135 239 2.1841604 41.3884217 2012-06-16 17:21:29 2.0 
8138 319 2.1841496 41.3884324 2012-06-16 17:21:42 2.0 
8139 239 2.1841496 41.3884324 2012-06-16 17:21:45 2.0 
8142 318 2.1852924 41.3868174 2012-06-16 17:22:26 5.0 
8144 319 2.1841496 41.3884324 2012-06-16 17:21:58 2.0 
8145 239 2.1841496 41.3884324 2012-06-16 17:22:01 3.0 
8147 318 2.1852924 41.3868174 2012-06-16 17:22:42 5.0 
8148 319 2.1841496 41.3884324 2012-06-16 17:22:14 3.0 
8149 239 2.1841496 41.3884324 2012-06-16 17:22:17 3.0 
8151 318 2.1852924 41.3868174 2012-06-16 17:22:58 5.0 
8153 319 2.1841496 41.3884324 2012-06-16 17:22:30 2.0 
8154 239 2.1841496 41.3884324 2012-06-16 17:22:33 2.0 
8156 318 2.1852924 41.3868174 2012-06-16 17:23:14 5.0 
8158 319 2.1841496 41.3884324 2012-06-16 17:22:46 2.0 
8159 239 2.1841496 41.3884324 2012-06-16 17:22:49 2.0 
8162 319 2.1841496 41.3884324 2012-06-16 17:23:02 2.0 
8163 318 2.1852924 41.3868174 2012-06-16 17:23:30 5.0 
8164 239 2.1841496 41.3884324 2012-06-16 17:23:05 2.0 
8167 318 2.1852924 41.3868174 2012-06-16 17:23:46 5.0 
8168 319 2.1841496 41.3884324 2012-06-16 17:23:18 2.0 
8169 318 2.1852924 41.3868174 2012-06-16 17:24:02 5.0 
8171 239 2.1841496 41.3884324 2012-06-16 17:23:32 2.0 
8172 319 2.1841496 41.3884324 2012-06-16 17:23:34 2.0 
8174 318 2.1852924 41.3868174 2012-06-16 17:24:18 5.0 
8175 239 2.1841496 41.3884324 2012-06-16 17:23:48 2.0 
8176 319 2.1841496 41.3884324 2012-06-16 17:23:50 2.0 
8177 318 2.1852924 41.3868174 2012-06-16 17:24:34 5.0 
8179 239 2.1841496 41.3884324 2012-06-16 17:24:04 2.0 
8180 319 2.1841496 41.3884324 2012-06-16 17:24:06 2.0 
8182 239 2.1841496 41.3884324 2012-06-16 17:24:20 2.0 
8183 319 2.1841496 41.3884324 2012-06-16 17:24:23 2.0 
8185 239 2.1841496 41.3884324 2012-06-16 17:24:36 2.0 
8186 319 2.1841496 41.3884324 2012-06-16 17:24:39 2.0 
8189 239 2.1841550 41.3884324 2012-06-16 17:24:52 3.0 
8190 319 2.1841550 41.3884270 2012-06-16 17:24:55 3.0 
8191 318 2.1852924 41.3868174 2012-06-16 17:25:22 5.0 
8193 318 2.1852197 41.3868109 2012-06-16 17:25:38 5.0 
8195 239 2.1841604 41.3884217 2012-06-16 17:25:08 2.0 
8196 319 2.1841604 41.3884217 2012-06-16 17:25:11 2.0 
8199 239 2.1842730 41.3883412 2012-06-16 17:25:24 3.0 
8200 319 2.1843106 41.3883197 2012-06-16 17:25:27 2.0 
8201 318 2.1852182 41.3868130 2012-06-16 17:25:54 5.0 
8202 318 2.1852182 41.3868130 2012-06-16 17:26:11 5.0 
8204 239 2.1843588 41.3882768 2012-06-16 17:25:40 2.0 
8205 319 2.1843588 41.3882822 2012-06-16 17:25:43 3.0 
8207 318 2.1852182 41.3868130 2012-06-16 17:26:27 5.0 
8209 239 2.1843481 41.3882661 2012-06-16 17:25:56 3.0 
8210 319 2.1843427 41.3882661 2012-06-16 17:25:59 3.0 
8214 239 2.1843535 41.3882983 2012-06-16 17:26:12 4.0 
8215 319 2.1843535 41.3882983 2012-06-16 17:26:15 4.0 
8218 318 2.1852182 41.3868130 2012-06-16 17:26:43 5.0 
8219 239 2.1843535 41.3882983 2012-06-16 17:26:28 4.0 
8220 319 2.1843535 41.3882983 2012-06-16 17:26:31 4.0 
8222 318 2.1852182 41.3868130 2012-06-16 17:26:59 5.0 
8224 318 2.1852182 41.3868130 2012-06-16 17:27:15 5.0 
8225 239 2.1843481 41.3882822 2012-06-16 17:26:44 3.0 
8226 319 2.1843535 41.3882768 2012-06-16 17:26:47 2.0 
8230 239 2.1844393 41.3882071 2012-06-16 17:27:00 3.0 
8231 318 2.1852182 41.3868130 2012-06-16 17:27:31 5.0 
8232 319 2.1844661 41.3881910 2012-06-16 17:27:03 2.0 
8235 318 2.1852182 41.3868130 2012-06-16 17:27:47 5.0 
8236 239 2.1845734 41.3880891 2012-06-16 17:27:16 3.0 
8237 319 2.1846002 41.3880676 2012-06-16 17:27:19 2.0 
8241 318 2.1852571 41.3868404 2012-06-16 17:28:03 5.0 
8243 239 2.1846592 41.3880569 2012-06-16 17:27:32 2.0 
8244 319 2.1846753 41.3880461 2012-06-16 17:27:35 2.0 
8248 318 2.1852571 41.3868404 2012-06-16 17:28:19 5.0 
8249 239 2.1846592 41.3880515 2012-06-16 17:27:48 2.0 
8251 319 2.1846861 41.3880408 2012-06-16 17:27:51 2.0 
8255 318 2.1852715 41.3868544 2012-06-16 17:28:35 5.0 
8257 239 2.1848094 41.3879550 2012-06-16 17:28:05 2.0 
8258 319 2.1848255 41.3879335 2012-06-16 17:28:07 2.0 
8262 239 2.1848309 41.3879281 2012-06-16 17:28:21 2.0 
8264 319 2.1848255 41.3879281 2012-06-16 17:28:23 2.0 
8270 239 2.1848363 41.3879281 2012-06-16 17:28:37 2.0 
8271 319 2.1848363 41.3879281 2012-06-16 17:28:40 2.0 
8274 239 2.1848845 41.3878906 2012-06-16 17:28:53 3.0 
8275 319 2.1849060 41.3878798 2012-06-16 17:28:56 4.0 
8279 239 2.1849918 41.3877618 2012-06-16 17:29:09 4.0 
8280 319 2.1850187 41.3877457 2012-06-16 17:29:12 4.0 
8284 239 2.1851528 41.3877350 2012-06-16 17:29:25 6.0 
8285 319 2.1851259 41.3877457 2012-06-16 17:29:28 6.0 
8289 239 2.1851742 41.3877994 2012-06-16 17:29:41 2.0 
8290 319 2.1851635 41.3877994 2012-06-16 17:29:44 2.0 
8293 318 2.1852465 41.3868252 2012-06-16 17:30:27 5.0 
8294 239 2.1851742 41.3878155 2012-06-16 17:29:57 3.0 
8295 319 2.1851742 41.3878155 2012-06-16 17:30:00 4.0 
8299 239 2.1852601 41.3879067 2012-06-16 17:30:13 3.0 
8300 319 2.1852869 41.3879281 2012-06-16 17:30:16 4.0 
8304 239 2.1853727 41.3879603 2012-06-16 17:30:29 2.0 
8305 319 2.1853566 41.3879389 2012-06-16 17:30:32 2.0 
8308 239 2.1852601 41.3878638 2012-06-16 17:30:45 2.0 
8309 319 2.1852440 41.3878477 2012-06-16 17:30:48 2.0 
8311 318 2.1852728 41.3867909 2012-06-16 17:31:31 5.0 
8312 239 2.1851903 41.3877136 2012-06-16 17:31:01 3.0 
8313 319 2.1851957 41.3877028 2012-06-16 17:31:04 3.0 
8317 239 2.1852171 41.3876277 2012-06-16 17:31:17 3.0 
8318 319 2.1852171 41.3876224 2012-06-16 17:31:20 3.0 
8321 239 2.1851903 41.3876063 2012-06-16 17:31:33 6.0 
8322 319 2.1852171 41.3876116 2012-06-16 17:31:36 6.0 
8326 239 2.1853673 41.3875365 2012-06-16 17:31:49 3.0 
8328 319 2.1853942 41.3875204 2012-06-16 17:31:52 3.0 
8331 239 2.1854156 41.3874668 2012-06-16 17:32:05 2.0 
8332 319 2.1854210 41.3874722 2012-06-16 17:32:09 2.0 
8334 239 2.1854424 41.3874829 2012-06-16 17:32:21 6.0 
8335 319 2.1854424 41.3874722 2012-06-16 17:32:25 4.0 
8338 239 2.1854424 41.3874722 2012-06-16 17:32:37 4.0 
8341 239 2.1854424 41.3874722 2012-06-16 17:32:53 3.0 
8342 319 2.1854424 41.3874722 2012-06-16 17:32:41 3.0 
8344 319 2.1854424 41.3874722 2012-06-16 17:32:57 4.0 
8346 239 2.1854424 41.3874292 2012-06-16 17:33:09 3.0 
8347 319 2.1854800 41.3874078 2012-06-16 17:33:14 2.0 
8356 239 2.1855766 41.3873917 2012-06-16 17:33:41 2.0 
8357 319 2.1855658 41.3873863 2012-06-16 17:33:46 2.0 
8360 239 2.1855444 41.3873756 2012-06-16 17:33:57 2.0 
8361 319 2.1855444 41.3873756 2012-06-16 17:34:02 2.0 
8364 239 2.1855444 41.3873756 2012-06-16 17:34:13 2.0 
8366 319 2.1855444 41.3873756 2012-06-16 17:34:18 2.0 
8370 239 2.1855444 41.3873756 2012-06-16 17:34:29 2.0 
8371 319 2.1855444 41.3873756 2012-06-16 17:34:34 3.0 
8375 239 2.1855444 41.3873756 2012-06-16 17:34:45 4.0 
8376 319 2.1855444 41.3873756 2012-06-16 17:34:50 4.0 
8380 239 2.1855444 41.3873756 2012-06-16 17:35:01 3.0 
8381 319 2.1855444 41.3873756 2012-06-16 17:35:06 3.0 
8384 239 2.1855444 41.3873756 2012-06-16 17:35:17 2.0 
8387 319 2.1855444 41.3873756 2012-06-16 17:35:22 2.0 
8390 239 2.1855444 41.3873756 2012-06-16 17:35:33 2.0 
8391 319 2.1855444 41.3873756 2012-06-16 17:35:38 3.0 
8395 239 2.1855444 41.3873756 2012-06-16 17:35:49 3.0 
8396 319 2.1855390 41.3873810 2012-06-16 17:35:54 3.0 
8400 239 2.1855283 41.3873917 2012-06-16 17:36:05 3.0 
8402 319 2.1855283 41.3873917 2012-06-16 17:36:11 3.0 
8406 239 2.1855283 41.3873917 2012-06-16 17:36:21 3.0 
8407 336 2.1835971 41.3886309 2012-06-16 17:37:01 4.0 
8409 319 2.1855283 41.3873917 2012-06-16 17:36:27 2.0 
8412 239 2.1855283 41.3873917 2012-06-16 17:36:37 2.0 
8413 319 2.1855283 41.3873917 2012-06-16 17:36:43 2.0 
8416 336 2.1836293 41.3886791 2012-06-16 17:37:17 3.0 
8417 239 2.1855283 41.3873917 2012-06-16 17:36:53 3.0 
8419 319 2.1855283 41.3873917 2012-06-16 17:36:59 3.0 
8420 336 2.1838599 41.3886470 2012-06-16 17:37:33 3.0 
8423 239 2.1855336 41.3873917 2012-06-16 17:37:09 2.0 
8424 319 2.1855336 41.3873917 2012-06-16 17:37:15 2.0 
8428 239 2.1855336 41.3873917 2012-06-16 17:37:25 2.0 
8429 319 2.1855336 41.3873917 2012-06-16 17:37:31 2.0 
8432 336 2.1838814 41.3886362 2012-06-16 17:38:05 3.0 
8434 239 2.1855336 41.3873917 2012-06-16 17:37:41 3.0 
8435 319 2.1855336 41.3873917 2012-06-16 17:37:47 3.0 
8439 239 2.1855336 41.3873863 2012-06-16 17:37:57 3.0 
8440 319 2.1855336 41.3873863 2012-06-16 17:38:03 3.0 
8442 336 2.1840101 41.3885397 2012-06-16 17:38:35 3.0 
8444 239 2.1855336 41.3873863 2012-06-16 17:38:13 3.0 
8445 319 2.1855336 41.3873863 2012-06-16 17:38:19 3.0 
8448 336 2.1840584 41.3884270 2012-06-16 17:38:59 3.0 
